energy_kev,rate_per_kev_kg_day
1.0,9.078627961089034e-05
1.0990990990990992,8.998086291268363e-05
1.1981981981981982,8.91817527650874e-05
1.2972972972972974,8.838891012336122e-05
1.3963963963963963,8.760229604199763e-05
1.4954954954954955,8.682187167693865e-05
1.5945945945945947,8.604759828773401e-05
1.6936936936936937,8.527943723964715e-05
1.7927927927927927,8.451735000571007e-05
1.8918918918918919,8.376129816872182e-05
1.990990990990991,8.301124342320109e-05
2.09009009009009,8.2267147577286e-05
2.1891891891891895,8.152897255458343e-05
2.288288288288288,8.079668039597184e-05
2.3873873873873874,8.007023326135503e-05
2.4864864864864864,7.934959343136826e-05
2.5855855855855854,7.86347233090384e-05
2.684684684684685,7.79255854213989e-05
2.7837837837837838,7.722214242105822e-05
2.8828828828828827,7.652435708772574e-05
2.981981981981982,7.583219232969328e-05
3.081081081081081,7.514561118527257e-05
3.18018018018018,7.446457682419211e-05
3.279279279279279,7.378905254895346e-05
3.3783783783783785,7.311900179614264e-05
3.4774774774774775,7.245438813770598e-05
3.5765765765765765,7.179517528218312e-05
3.675675675675676,7.114132707590294e-05
3.774774774774775,7.049280750414039e-05
3.873873873873874,6.984958069223605e-05
3.972972972972973,6.92116109066783e-05
4.072072072072072,6.857886255614937e-05
4.171171171171171,6.795130019253554e-05
4.27027027027027,6.732888851190183e-05
4.36936936936937,6.67115923554331e-05
4.468468468468469,6.609937671033956e-05
4.5675675675675675,6.549220671072966e-05
4.666666666666666,6.489004763845047e-05
4.7657657657657655,6.429286492389447e-05
4.864864864864865,6.3700624146776e-05
4.963963963963964,6.311329103687557e-05
5.063063063063063,6.253083147475312e-05
5.162162162162162,6.195321149243224e-05
5.261261261261262,6.138039727405344e-05
5.36036036036036,6.081235515649919e-05
5.45945945945946,6.024905162998974e-05
5.558558558558558,5.969045333865115e-05
5.657657657657658,5.9136527081055414e-05
5.756756756756757,5.85872398107333e-05
5.8558558558558556,5.804255863666073e-05
5.954954954954955,5.750245082371911e-05
6.054054054054054,5.6966883793129084e-05
6.153153153153153,5.643582512286001e-05
6.252252252252252,5.590924254801353e-05
6.351351351351352,5.53871039611841e-05
6.45045045045045,5.486937741279383e-05
6.54954954954955,5.435603111140527e-05
6.648648648648649,5.384703342401042e-05
6.747747747747748,5.3342352876297036e-05
6.846846846846847,5.284195815289283e-05
6.945945945945946,5.234581809758798e-05
7.045045045045045,5.185390171353571e-05
7.1441441441441444,5.136617816343239e-05
7.243243243243243,5.0882616769676474e-05
7.342342342342342,5.040318701450754e-05
7.441441441441442,4.992785854012544e-05
7.54054054054054,4.945660114878967e-05
7.63963963963964,4.8989384802899764e-05
7.738738738738739,4.8526179625057066e-05
7.837837837837838,4.806695589810797e-05
7.936936936936937,4.761168406516903e-05
8.036036036036036,4.716033472963464e-05
8.135135135135135,4.6712878655167047e-05
8.234234234234235,4.6269286765669696e-05
8.333333333333332,4.582953014524367e-05
8.432432432432432,4.539358003812787e-05
8.531531531531531,4.496140784862328e-05
8.63063063063063,4.453298514100146e-05
8.72972972972973,4.4108283639397585e-05
8.82882882882883,4.3687275227688835e-05
8.927927927927929,4.326993194935743e-05
9.027027027027026,4.285622600733977e-05
9.126126126126126,4.244612976386128e-05
9.225225225225225,4.203961574025714e-05
9.324324324324325,4.163665661677999e-05
9.423423423423424,4.1237225232393945e-05
9.522522522522523,4.0841294584555775e-05
9.621621621621621,4.044883782898351e-05
9.72072072072072,4.005982827941231e-05
9.81981981981982,3.967423940733867e-05
9.91891891891892,3.929204484175212e-05
10.018018018018019,3.8913218368855975e-05
10.117117117117116,3.8537733931776194e-05
10.216216216216216,3.816556563025932e-05
10.315315315315315,3.779668772035965e-05
10.414414414414415,3.7431074614115675e-05
10.513513513513514,3.70687008792162e-05
10.612612612612613,3.670954123865631e-05
10.711711711711711,3.63535705703835e-05
10.81081081081081,3.6000763906934116e-05
10.90990990990991,3.565109643506029e-05
11.00900900900901,3.5304543495347895e-05
11.108108108108109,3.496108058182526e-05
11.207207207207206,3.4620683341563257e-05
11.306306306306306,3.428332757426694e-05
11.405405405405405,3.3948989231858484e-05
11.504504504504505,3.3617644418052584e-05
11.603603603603604,3.328926938792334e-05
11.702702702702704,3.296384054746377e-05
11.801801801801801,3.264133445313787e-05
11.9009009009009,3.232172781142491e-05
12.0,3.20049974783572e-05
12.0990990990991,3.1691120459050475e-05
12.198198198198199,3.138007390722767e-05
12.297297297297298,3.1071835124736185e-05
12.396396396396396,3.076638156105871e-05
12.495495495495495,3.0463690812817797e-05
12.594594594594595,3.0163740623274517e-05
12.693693693693694,2.986650888182114e-05
12.792792792792794,2.957197362346827e-05
12.891891891891891,2.9280113028326256e-05
12.99099099099099,2.899090542108141e-05
13.09009009009009,2.8704329270466993e-05
13.18918918918919,2.842036318872919e-05
13.288288288288289,2.8138985931088064e-05
13.387387387387388,2.786017639519398e-05
13.486486486486486,2.7583913620579354e-05
13.585585585585585,2.731017678810593e-05
13.684684684684685,2.7038945219407936e-05
13.783783783783784,2.67701983763309e-05
13.882882882882884,2.6503915860366716e-05
13.981981981981981,2.6240077412084602e-05
14.08108108108108,2.5978662910558543e-05
14.18018018018018,2.5719652372791068e-05
14.27927927927928,2.5463025953133573e-05
14.378378378378379,2.5208763942703313e-05
14.477477477477478,2.4956846768797346e-05
14.576576576576576,2.4707254994303178e-05
14.675675675675675,2.445996931710665e-05
14.774774774774775,2.4214970569496987e-05
14.873873873873874,2.3972239717569034e-05
14.972972972972974,2.3731757860623023e-05
15.072072072072071,2.3493506230561912e-05
15.17117117117117,2.325746619128613e-05
15.27027027027027,2.3023619238086477e-05
15.36936936936937,2.279194699703444e-05
15.468468468468469,2.256243122437089e-05
15.567567567567568,2.2335053805892578e-05
15.666666666666666,2.210979675633701e-05
15.765765765765765,2.1886642218765442e-05
15.864864864864865,2.1665572463944392e-05
15.963963963963964,2.144656988972556e-05
16.063063063063062,2.1229617020424435e-05
16.16216216216216,2.1014696506197395e-05
16.26126126126126,2.080179112241776e-05
16.36036036036036,2.0590883769050683e-05
16.45945945945946,2.0381957470026834e-05
16.55855855855856,2.0174995372615284e-05
16.65765765765766,1.9969980746795528e-05
16.756756756756758,1.9766896984628592e-05
16.855855855855857,1.956572759962752e-05
16.954954954954957,1.9366456226127217e-05
17.054054054054053,1.9169066618653765e-05
17.153153153153152,1.8973542651293227e-05
17.25225225225225,1.877986831706011e-05
17.35135135135135,1.8588027727265588e-05
17.45045045045045,1.839800511088522e-05
17.54954954954955,1.8209784813926826e-05
17.64864864864865,1.8023351298798123e-05
17.74774774774775,1.7838689143674236e-05
17.846846846846848,1.7655783041865415e-05
17.945945945945947,1.747461780118485e-05
18.045045045045047,1.7295178343316538e-05
18.144144144144143,1.7117449703183548e-05
18.243243243243242,1.6941417028316423e-05
18.34234234234234,1.6767065578222137e-05
18.44144144144144,1.6594380723753258e-05
18.54054054054054,1.642334794647792e-05
18.63963963963964,1.6253952838049905e-05
18.73873873873874,1.6086181099579792e-05
18.83783783783784,1.5920018541006316e-05
18.936936936936938,1.57554510804689e-05
19.036036036036037,1.5592464743680462e-05
19.135135135135137,1.543104566330156e-05
19.234234234234233,1.5271180078314887e-05
19.333333333333332,1.5112854333401107e-05
19.43243243243243,1.4956054878315443e-05
19.53153153153153,1.4800768267265315e-05
19.63063063063063,1.4646981158289069e-05
19.72972972972973,1.4494680312635874e-05
19.82882882882883,1.4343852594146535e-05
19.92792792792793,1.4194484968635896e-05
20.027027027027028,1.4046564503276054e-05
20.126126126126128,1.3900078365981248e-05
20.225225225225227,1.3755013824793747e-05
20.324324324324323,1.361135824727133e-05
20.423423423423422,1.3469099099876045e-05
20.52252252252252,1.3328223947364493e-05
20.62162162162162,1.3188720452179492e-05
20.72072072072072,1.3050576373843332e-05
20.81981981981982,1.291377956835258e-05
20.91891891891892,1.2778317987574445e-05
21.01801801801802,1.264417967864476e-05
21.117117117117118,1.2511352783367536e-05
21.216216216216218,1.2379825537616472e-05
21.315315315315317,1.2249586270737817e-05
21.414414414414413,1.2120623404955256e-05
21.513513513513512,1.1992925454776382e-05
21.61261261261261,1.1866481026401165e-05
21.71171171171171,1.1741278817132036e-05
21.81081081081081,1.1617307614786028e-05
21.90990990990991,1.1494556297108629e-05
22.00900900900901,1.1373013831189718e-05
22.10810810810811,1.1252669272881283e-05
22.207207207207208,1.113351176621719e-05
22.306306306306308,1.1015530542834937e-05
22.405405405405407,1.0898715951900792e-05
22.504504504504506,1.0783058528241727e-05
22.603603603603602,1.066854768374661e-05
22.7027027027027,1.0555172916480273e-05
22.8018018018018,1.044292381144941e-05
22.9009009009009,1.0331790039977405e-05
23.0,1.022176135908281e-05
23.0990990990991,1.0112827610861833e-05
23.1981981981982,1.000497872187431e-05
23.2972972972973,9.89820470253354e-06
23.396396396396398,9.792495646499726e-06
23.495495495495497,9.68784173007708e-06
23.594594594594597,9.584233211614506e-06
23.693693693693692,9.48166043091e-06
23.792792792792792,9.380113808618403e-06
23.89189189189189,9.279583845662933e-06
23.99099099099099,9.180061122650083e-06
24.09009009009009,9.081536299288092e-06
