energy_kev,rate_per_kev_kg_day
1.0,0.00020848067794329805
1.0990990990990992,0.00020367368113539743
1.1981981981981982,0.00019895572223822055
1.2972972972972974,0.00019432608182134837
1.3963963963963963,0.0001897839973588954
1.4954954954954955,0.00018532866651181992
1.5945945945945947,0.00018095925025658405
1.6936936936936937,0.00017667487586605428
1.7927927927927927,0.0001724746397483335
1.8918918918918919,0.000168357610149009
1.990990990990991,0.000164322829722157
2.09009009009009,0.00016036931797522481
2.1891891891891895,0.00015649607359276074
2.288288288288288,0.00015270207664379876
2.3873873873873874,0.00014898629067752392
2.4864864864864864,0.0001453476647116994
2.5855855855855854,0.00014178513511817965
2.684684684684685,0.0001382976274096835
2.7837837837837838,0.0001348840579318537
2.8828828828828827,0.00013154333546449545
2.981981981981982,0.00012827436273574533
3.081081081081081,0.00012507603785278526
3.18018018018018,0.00012194725565260248
3.279279279279279,0.00011888690897615866
3.3783783783783785,0.00011589388986920808
3.4774774774774775,0.00011296709071290829
3.5765765765765765,0.00011010540528722818
3.675675675675676,0.0001073077297700675
3.774774774774775,0.00010457296367488444
3.873873873873874,0.00010190001072953218
3.972972972972973,9.928777969889993e-05
4.072072072072072,9.673518515386277e-05
4.171171171171171,9.424114818894687e-05
4.27027027027027,9.180459709102848e-05
4.36936936936937,8.942446796129965e-05
4.468468468468469,8.709970529264232e-05
4.5675675675675675,8.482926250447929e-05
4.666666666666666,8.261210243708673e-05
4.7657657657657655,8.044719780727354e-05
4.864864864864865,7.833353162726875e-05
4.963963963963964,7.627009758857482e-05
5.063063063063063,7.425590041248352e-05
5.162162162162162,7.228995616888377e-05
5.261261261261262,7.037130288393563e-05
5.36036036036036,6.849915540900147e-05
5.45945945945946,6.66726094716047e-05
5.558558558558558,6.489070610108568e-05
5.657657657657658,6.315250093499521e-05
5.756756756756757,6.1457064180106e-05
5.8558558558558556,5.980348057169912e-05
5.954954954954955,5.8190849330043534e-05
6.054054054054054,5.66182841132085e-05
6.153153153153153,5.50849129655427e-05
6.252252252252252,5.358987826131163e-05
6.351351351351352,5.213233664312513e-05
6.45045045045045,5.071145895489563e-05
6.54954954954955,4.932643016917197e-05
6.648648648648649,4.79764493087689e-05
6.747747747747748,4.666072936268276e-05
6.846846846846847,4.537849719634075e-05
6.945945945945946,4.4128993456276955e-05
7.045045045045045,4.2911472469366585e-05
7.1441441441441444,4.172520213678279e-05
7.243243243243243,4.0569463822863076e-05
7.342342342342342,3.944355223909441e-05
7.441441441441442,3.834677532344023e-05
7.54054054054054,3.72784541152439e-05
7.63963963963964,3.62379226259526e-05
7.738738738738739,3.522452770590956e-05
7.837837837837838,3.423762890746667e-05
7.936936936936937,3.327659834466931e-05
8.036036036036036,3.23408205497664e-05
8.135135135135135,3.1429692326794276e-05
8.234234234234235,3.054262260248092e-05
8.333333333333332,2.9679032274713404e-05
8.432432432432432,2.8838354058803588e-05
8.531531531531531,2.802003233178496e-05
8.63063063063063,2.722352297496343e-05
8.72972972972973,2.644829321494045e-05
8.82882882882883,2.56938214633197e-05
8.927927927927929,2.495959715529877e-05
9.027027027027026,2.4245120587343173e-05
9.126126126126126,2.354990275412941e-05
9.225225225225225,2.2873465184937682e-05
9.324324324324325,2.2215339779667008e-05
9.423423423423424,2.157506864463674e-05
9.522522522522523,2.0952203928332366e-05
9.621621621621621,2.0346307657244754e-05
9.72072072072072,1.9756951571945076e-05
9.81981981981982,1.918371696353058e-05
9.91891891891892,1.8626194510568392e-05
10.018018018018019,1.808398411665903e-05
10.117117117117116,1.7556694748732735e-05
10.216216216216216,1.7043944276186604e-05
10.315315315315315,1.6545359310963586e-05
10.414414414414415,1.606057504866793e-05
10.513513513513514,1.5589235110805864e-05
10.612612612612613,1.5130991388234919e-05
10.711711711711711,1.4685503885898753e-05
10.81081081081081,1.4252440568920095e-05
10.90990990990991,1.3831477210117993e-05
11.00900900900901,1.3422297239011781e-05
11.108108108108109,1.3024591592368308e-05
11.207207207207206,1.2638058566345038e-05
11.306306306306306,1.22624036702771e-05
11.405405405405405,1.1897339482151652e-05
11.504504504504505,1.1542585505809864e-05
11.603603603603604,1.1197868029911638e-05
11.702702702702704,1.0862919988695812e-05
11.801801801801801,1.0537480824564006e-05
11.9009009009009,1.0221296352513614e-05
12.0,9.914118626441901e-06
12.0990990990991,9.615705807339993e-06
12.198198198198199,9.325822033393244e-06
12.297297297297298,9.044237292000834e-06
12.396396396396396,8.770727293725811e-06
12.495495495495495,8.505073348183327e-06
12.594594594594595,8.247062241873394e-06
12.693693693693694,7.996486117961493e-06
12.792792792792794,7.753142358008974e-06
12.891891891891891,7.516833465652414e-06
12.99099099099099,7.287366952230124e-06
13.09009009009009,7.0645552243514554e-06
13.18918918918919,6.848215473403445e-06
13.288288288288289,6.638169566987381e-06
13.387387387387388,6.434243942276885e-06
13.486486486486486,6.23626950128714e-06
13.585585585585585,6.044081508044281e-06
13.684684684684685,5.857519487642203e-06
13.783783783783784,5.676427127173282e-06
13.882882882882884,5.500652178518368e-06
13.981981981981981,5.330046362980407e-06
14.08108108108108,5.1644652777453225e-06
14.18018018018018,5.0037683041527e-06
14.27927927927928,4.8478185177583365e-06
14.378378378378379,4.696482600169873e-06
14.477477477477478,4.549630752636228e-06
14.576576576576576,4.40713661137071e-06
14.675675675675675,4.2688771645875246e-06
14.774774774774775,4.1347326712305895e-06
14.873873873873874,4.004586581373507e-06
14.972972972972974,3.8783254582686505e-06
15.072072072072071,3.7558389020236576e-06
15.17117117117117,3.6370194748825886e-06
15.27027027027027,3.5217626280895566e-06
15.36936936936937,3.4099666303116364e-06
15.468468468468469,3.301532497598325e-06
15.567567567567568,3.1963639248541523e-06
15.666666666666666,3.0943672188015276e-06
15.765765765765765,2.9954512324101012e-06
15.864864864864865,2.8995273007695145e-06
15.963963963963964,2.8065091783819955e-06
16.063063063063062,2.716312977851401e-06
16.16216216216216,2.6288571099452723e-06
16.26126126126126,2.5440622250065997e-06
16.36036036036036,2.46185115569191e-06
16.45945945945946,2.3821488610124367e-06
16.55855855855856,2.304882371655452e-06
16.65765765765766,2.2299807365624704e-06
16.756756756756758,2.1573749707416078e-06
16.855855855855857,2.086998004291474e-06
16.954954954954957,2.018784632613715e-06
17.054054054054053,1.952671467792269e-06
17.153153153153152,1.8885968911166573e-06
17.25225225225225,1.8265010067277252e-06
17.35135135135135,1.7663255963637801e-06
17.45045045045045,1.7080140751856312e-06
17.54954954954955,1.651511448659208e-06
17.64864864864865,1.5967642704746227e-06
17.74774774774775,1.5437206014807723e-06
17.846846846846848,1.492329969614878e-06
17.945945945945947,1.4425433308066346e-06
18.045045045045047,1.3943130308367518e-06
18.144144144144143,1.3475927681300882e-06
18.243243243243242,1.3023375574638695e-06
18.34234234234234,1.258503694571486e-06
18.44144144144144,1.216048721623026e-06
18.54054054054054,1.1749313935636418e-06
18.63963963963964,1.13511164529135e-06
18.73873873873874,1.0965505596559581e-06
18.83783783783784,1.0592103362613376e-06
18.936936936936938,1.0230542610531894e-06
19.036036036036037,9.880466766751986e-07
19.135135135135137,9.5415295357627e-07
19.234234234234233,9.213394618521736e-07
19.333333333333332,8.895735438050633e-07
19.43243243243243,8.588234872046333e-07
19.53153153153153,8.290584992349782e-07
19.63063063063063,8.002486811114517e-07
19.72972972972973,7.723650033522446e-07
19.82882882882883,7.453792816893594e-07
19.92792792792793,7.192641536044467e-07
20.027027027027028,6.939930554746678e-07
20.126126126126128,6.695402003144801e-07
20.225225225225227,6.45880556099258e-07
20.324324324324323,6.229898246569761e-07
20.423423423423422,6.008444211145895e-07
20.52252252252252,5.794214538857444e-07
20.62162162162162,5.586987051869925e-07
20.72072072072072,5.386546120697018e-07
20.81981981981982,5.192682479553245e-07
20.91891891891892,5.005193046617644e-07
21.01801801801802,4.823880749088801e-07
21.117117117117118,4.6485543529152344e-07
21.216216216216218,4.4790282970855563e-07
21.315315315315317,4.315122532366775e-07
21.414414414414413,4.1566623643809615e-07
21.513513513513512,4.0034783009128847e-07
21.61261261261261,3.855405903342777e-07
21.71171171171171,3.7122856421026746e-07
21.81081081081081,3.5739627560540626e-07
21.90990990990991,3.4402871156897816e-07
22.00900900900901,3.311113090062843e-07
22.10810810810811,3.1862994173485395e-07
22.207207207207208,3.0657090789477694e-07
22.306306306306308,2.94920917704091e-07
22.405405405405407,2.83667081550518e-07
22.504504504504506,2.7279689841086856e-07
22.603603603603602,2.6229824458973906e-07
22.7027027027027,2.521593627692828e-07
22.8018018018018,2.4236885136202917e-07
22.9009009009009,2.329156541589163e-07
23.0,2.2378905026486314e-07
23.0990990990991,2.1497864431438003e-07
23.1981981981982,2.0647435695999267e-07
23.2972972972973,1.982664156262385e-07
23.396396396396398,1.903453455223437e-07
23.495495495495497,1.8270196090675576e-07
23.594594594594597,1.753273565968901e-07
23.693693693693692,1.6821289971760804e-07
23.792792792792792,1.6135022168213364e-07
23.89189189189189,1.547312103991881e-07
23.99099099099099,1.483480027003481e-07
24.09009009009009,1.4219297698178292e-07
24.18918918918919,1.3625874605453959e-07
24.28828828828829,1.305381501979385e-07
24.38738738738739,1.2502425041043815e-07
24.486486486486488,1.1971032185285622e-07
24.585585585585587,1.1458984747854451e-07
24.684684684684687,1.096565118456723e-07
24.783783783783782,1.0490419510647815e-07
24.882882882882882,1.0032696716888487e-07
24.98198198198198,9.591908202559916e-08
25.08108108108108,9.167497224629928e-08
25.18018018018018,8.758924362829693e-08
25.27927927927928,8.36566700014601e-08
