kev,events_perkg_perkev_perday
1.0,3.041997049331103e-05
1.0198039607921585,3.038406325876943e-05
1.0396079215843168,3.03481945689027e-05
1.0594118823764753,3.0312364386216364e-05
1.0792158431686336,3.0276572673248052e-05
1.0990198039607921,3.024081939256785e-05
1.1188237647529506,3.0205104506778973e-05
1.138627725545109,3.0169427978516855e-05
1.1584316863372675,3.0133789770449103e-05
1.178235647129426,3.0098189845276454e-05
1.1980396079215843,3.0062628165731743e-05
1.2178435687137428,3.002710469458019e-05
1.2376475295059013,2.9991619394619912e-05
1.2574514902980596,2.995617222868063e-05
1.277255451090218,2.9920763159625113e-05
1.2970594118823766,2.9885392150348153e-05
1.316863372674535,2.985005916377693e-05
1.3366673334666932,2.981476416287099e-05
1.3564712942588517,2.9779507110622195e-05
1.3762752550510102,2.9744287970054227e-05
1.3960792158431685,2.970910670422352e-05
1.415883176635327,2.96739632762189e-05
1.4356871374274855,2.963885764916028e-05
1.4554910982196438,2.9603789786200602e-05
1.4752950590118024,2.95687596505251e-05
1.4950990198039609,2.9533767205350387e-05
1.5149029805961192,2.9498812413925742e-05
1.5347069413882777,2.946389523953225e-05
1.5545109021804362,2.942901564548306e-05
1.5743148629725945,2.9394173595123174e-05
1.594118823764753,2.9359369051829994e-05
1.6139227845569115,2.9324601979012468e-05
1.6337267453490698,2.9289872340111703e-05
1.653530706141228,2.9255180098600482e-05
1.6733346669333866,2.9220525217984008e-05
1.6931386277255451,2.9185907661798413e-05
1.7129425885177034,2.915132739361275e-05
1.732746549309862,2.911678437702718e-05
1.7525505101020205,2.9082278575673706e-05
1.7723544708941787,2.9047809953216518e-05
1.7921584316863373,2.901337847335086e-05
1.8119623924784958,2.8978984099804477e-05
1.831766353270654,2.894462679633628e-05
1.8515703140628126,2.8910306526737026e-05
1.871374274854971,2.8876023254829024e-05
1.8911782356471294,2.8841776944466378e-05
1.910982196439288,2.8807567559534595e-05
1.9307861572314464,2.877339506395092e-05
1.9505901180236047,2.8739259421664072e-05
1.970394078815763,2.8705160596654363e-05
1.9901980396079215,2.8671098552933366e-05
2.01000200040008,2.8637073254544544e-05
2.0298059611922383,2.860308466556245e-05
2.0496099219843966,2.8569132750093314e-05
2.0694138827765554,2.8535217472274605e-05
2.0892178435687137,2.85013387962753e-05
2.1090218043608724,2.8467496686295666e-05
2.1288257651530307,2.8433691106567296e-05
2.148629725945189,2.8399922021353195e-05
2.1684336867373473,2.8366189394947478e-05
2.188237647529506,2.8332493191675714e-05
2.2080416083216643,2.8298833375894805e-05
2.227845569113823,2.8265209911992405e-05
2.2476495299059813,2.8231622764387895e-05
2.2674534906981396,2.8198071897531528e-05
2.287257451490298,2.8164557275904784e-05
2.307061412282456,2.813107886402034e-05
2.326865373074615,2.8097636626421724e-05
2.3466693338667732,2.806423052768395e-05
2.366473294658932,2.803086053241273e-05
2.3862772554510903,2.7997526605244908e-05
2.4060812162432486,2.7964228710848446e-05
2.425885177035407,2.7930966813922173e-05
2.4456891378275656,2.7897740879195867e-05
2.465493098619724,2.7864550871430363e-05
2.4852970594118826,2.78313967554172e-05
2.505101020204041,2.7798278495979235e-05
2.524904980996199,2.7765196057969582e-05
2.5447089417883575,2.7732149406272623e-05
2.564512902580516,2.7699138505803523e-05
2.5843168633726745,2.7666163321508243e-05
2.6041208241648333,2.763322381836324e-05
2.6239247849569916,2.7600319961376038e-05
2.64372874574915,2.7567451715584793e-05
2.663532706541308,2.7534619046058346e-05
2.6833366673334664,2.7501821917896244e-05
2.703140628125625,2.7469060296228633e-05
2.7229445889177835,2.7436334146216372e-05
2.742748549709942,2.740364343305087e-05
2.7625525105021005,2.7370988121954113e-05
2.782356471294259,2.7338368178178667e-05
2.802160432086417,2.7305783567007757e-05
2.821964392878576,2.727323425375506e-05
2.841768353670734,2.7240720203764485e-05
2.861572314462893,2.7208241382410802e-05
2.881376275255051,2.717579775509908e-05
2.9011802360472094,2.7143389287264727e-05
2.9209841968393677,2.71110159443736e-05
2.940788157631526,2.7078677691922023e-05
2.9605921184236847,2.704637449543663e-05
2.980396079215843,2.7014106320474213e-05
3.000200040008002,2.698187313262228e-05
3.02000400080016,2.694967489749812e-05
3.0398079615923184,2.691751158074967e-05
3.0596119223844767,2.688538314805498e-05
3.0794158831766354,2.6853289565122285e-05
3.0992198439687937,2.6821230797690014e-05
3.119023804760952,2.678920681152687e-05
3.1388277655531107,2.675721757243157e-05
3.158631726345269,2.672526304623291e-05
3.1784356871374273,2.6693343198790096e-05
3.198239647929586,2.666145799599212e-05
3.2180436087217443,2.6629607403758118e-05
3.2378475695139026,2.659779138803723e-05
3.2576515303060614,2.6566009914808676e-05
3.2774554910982197,2.6534262950081533e-05
3.297259451890378,2.6502550459895078e-05
3.3170634126825367,2.6470872410318333e-05
3.336867373474695,2.6439228767450217e-05
3.3566713342668533,2.6407619497419746e-05
3.376475295059012,2.6376044566385575e-05
3.3962792558511703,2.6344503940536304e-05
3.4160832166433286,2.631299758609051e-05
3.435887177435487,2.6281525469296342e-05
3.4556911382276456,2.6250087556431724e-05
3.475495099019804,2.621868381380467e-05
3.495299059811962,2.618731420775255e-05
3.515103020604121,2.6155978704642655e-05
3.5349069813962792,2.6124677270871868e-05
3.5547109421884375,2.609340987286683e-05
3.5745149029805963,2.6062176477083722e-05
3.5943188637727546,2.603097705000849e-05
3.614122824564913,2.5999811558156482e-05
3.6339267853570716,2.5968679968072848e-05
3.65373074614923,2.5937582246332168e-05
3.673534706941388,2.590651835953856e-05
3.6933386677335465,2.587548827432566e-05
3.713142628525705,2.584449195735655e-05
3.7329465893178635,2.581352937532386e-05
3.752750550110022,2.5782600494949648e-05
