kev,events_perkg_perkev_perday
1.0,4.542837258424268e-07
1.0198039607921585,4.538183256068789e-07
1.0396079215843168,4.5335335362111466e-07
1.0594118823764753,4.5288880952779004e-07
1.0792158431686336,4.524246929698268e-07
1.0990198039607921,4.519610035904175e-07
1.1188237647529506,4.5149774103303614e-07
1.138627725545109,4.5103490494142427e-07
1.1584316863372675,4.5057249495959075e-07
1.178235647129426,4.5011051073182624e-07
1.1980396079215843,4.496489519026879e-07
1.2178435687137428,4.4918781811700393e-07
1.2376475295059013,4.4872710901988115e-07
1.2574514902980596,4.4826682425668624e-07
1.277255451090218,4.4780696347306656e-07
1.2970594118823766,4.473475263149367e-07
1.316863372674535,4.468885124284825e-07
1.3366673334666932,4.464299214601618e-07
1.3564712942588517,4.4597175305670263e-07
1.3762752550510102,4.455140068650985e-07
1.3960792158431685,4.450566825326197e-07
1.415883176635327,4.445997797068097e-07
1.4356871374274855,4.441432980354654e-07
1.4554910982196438,4.4368723716666586e-07
1.4752950590118024,4.432315967487626e-07
1.4950990198039609,4.427763764303655e-07
1.5149029805961192,4.4232157586036144e-07
1.5347069413882777,4.418671946879028e-07
1.5545109021804362,4.41413232562411e-07
1.5743148629725945,4.4095968913357337e-07
1.594118823764753,4.405065640513519e-07
1.6139227845569115,4.4005385696597023e-07
1.6337267453490698,4.396015675279234e-07
1.653530706141228,4.3914969538796996e-07
1.6733346669333866,4.3869824019714464e-07
1.6931386277255451,4.3824720160673505e-07
1.7129425885177034,4.3779657926831203e-07
1.732746549309862,4.373463728337024e-07
1.7525505101020205,4.368965819550012e-07
1.7723544708941787,4.364472062845756e-07
1.7921584316863373,4.359982454750491e-07
1.8119623924784958,4.3554969917932283e-07
1.831766353270654,4.351015670505558e-07
1.8515703140628126,4.3465384874217564e-07
1.871374274854971,4.3420654390787403e-07
1.8911782356471294,4.337596522016107e-07
1.910982196439288,4.33313173277607e-07
1.9307861572314464,4.328671067903524e-07
1.9505901180236047,4.324214523945998e-07
1.970394078815763,4.319762097453672e-07
1.9901980396079215,4.315313784979342e-07
2.01000200040008,4.310869583078501e-07
2.0298059611922383,4.306429488309231e-07
2.0496099219843966,4.3019934972322875e-07
2.0694138827765554,4.2975616064110346e-07
2.0892178435687137,4.293133812411496e-07
2.1090218043608724,4.288710111802313e-07
2.1288257651530307,4.2842905011547576e-07
2.148629725945189,4.279874977042744e-07
2.1684336867373473,4.2754635360427907e-07
2.188237647529506,4.271056174734064e-07
2.2080416083216643,4.2666528896983727e-07
2.227845569113823,4.262253677520072e-07
2.2476495299059813,4.2578585347862237e-07
2.2674534906981396,4.2534674580864534e-07
2.287257451490298,4.249080444013022e-07
2.307061412282456,4.2446974891608125e-07
2.326865373074615,4.2403185901272846e-07
2.3466693338667732,4.235943743512566e-07
2.366473294658932,4.2315729459193443e-07
2.3862772554510903,4.227206193952927e-07
2.4060812162432486,4.2228434842212426e-07
2.425885177035407,4.2184848133348055e-07
2.4456891378275656,4.214130177906731e-07
2.465493098619724,4.209779574552752e-07
2.4852970594118826,4.205432999891164e-07
2.505101020204041,4.2010904505429285e-07
2.524904980996199,4.196751923131503e-07
2.5447089417883575,4.192417414283007e-07
2.564512902580516,4.1880869206261437e-07
2.5843168633726745,4.183760438792199e-07
2.6041208241648333,4.1794379654150096e-07
2.6239247849569916,4.1751194971310435e-07
2.64372874574915,4.1708050305793366e-07
2.663532706541308,4.1664945624015025e-07
2.6833366673334664,4.16218808924174e-07
2.703140628125625,4.157885607746817e-07
2.7229445889177835,4.153587114566088e-07
2.742748549709942,4.1492926063514706e-07
2.7625525105021005,4.145002079757455e-07
2.782356471294259,4.140715531441106e-07
2.802160432086417,4.13643295806207e-07
2.821964392878576,4.132154356282554e-07
2.841768353670734,4.1278797227672893e-07
2.861572314462893,4.1236090541836267e-07
2.881376275255051,4.1193423472014584e-07
2.9011802360472094,4.115079598493223e-07
2.9209841968393677,4.110820804733922e-07
2.940788157631526,4.106565962601127e-07
2.9605921184236847,4.1023150687749585e-07
2.980396079215843,4.098068119938057e-07
3.000200040008002,4.093825112775681e-07
3.02000400080016,4.089586043975561e-07
3.0398079615923184,4.0853509102280267e-07
3.0596119223844767,4.081119708225939e-07
3.0794158831766354,4.0768924346646933e-07
3.0992198439687937,4.0726690862422276e-07
3.119023804760952,4.068449659659037e-07
3.1388277655531107,4.064234151618132e-07
3.158631726345269,4.0600225588250514e-07
3.1784356871374273,4.0558148779879157e-07
3.198239647929586,4.0516111058173324e-07
3.2180436087217443,4.047411239026456e-07
3.2378475695139026,4.043215274330961e-07
3.2576515303060614,4.0390232084490595e-07
3.2774554910982197,4.034835038101474e-07
3.297259451890378,4.0306507600114773e-07
3.3170634126825367,4.026470370904842e-07
3.336867373474695,4.022293867509856e-07
3.3566713342668533,4.0181212465573516e-07
3.376475295059012,4.0139525047806413e-07
3.3962792558511703,4.009787638915574e-07
3.4160832166433286,4.005626645700523e-07
3.435887177435487,4.001469521876348e-07
3.4556911382276456,3.99731626418641e-07
3.475495099019804,3.9931668693766246e-07
3.495299059811962,3.9890213341953633e-07
3.515103020604121,3.9848796553935283e-07
3.5349069813962792,3.980741829724509e-07
3.5547109421884375,3.976607853944206e-07
3.5745149029805963,3.972477724811006e-07
3.5943188637727546,3.968351439085814e-07
3.614122824564913,3.964228993531997e-07
3.6339267853570716,3.960110384915449e-07
3.65373074614923,3.95599561000454e-07
3.673534706941388,3.9518846655701255e-07
3.6933386677335465,3.947777548385554e-07
3.713142628525705,3.943674255226652e-07
3.7329465893178635,3.939574782871739e-07
3.752750550110022,3.9354791281016226e-07
3.7725545109021805,3.9313872876995727e-07
3.792358471694339,3.927299258451359e-07
3.812162432486497,3.923215037145208e-07
3.831966393278656,3.9191346205718386e-07
3.851770354070814,3.915058005524427e-07
3.8715743148629724,3.91098518879864e-07
3.891378275655131,3.906916167192594e-07
3.9111822364472895,3.9028509375068996e-07
3.9309861972394478,3.8987894965446027e-07
3.9507901580316065,3.894731841111239e-07
3.970594118823765,3.890677968014796e-07
3.990398079615923,3.8866278740657273e-07
4.010202040408082,3.882581556076934e-07
4.03000600120024,3.8785390108637977e-07
4.049809961992398,3.874500235244131e-07
4.069613922784557,3.8704652260382205e-07
4.089417883576715,3.8664339800687935e-07
4.109221844368873,3.8624064941610326e-07
4.129025805161032,3.858382765142571e-07
4.148829765953191,3.854362789843485e-07
4.168633726745349,3.8503465650963e-07
4.188437687537507,3.846334087735983e-07
4.2082416483296665,3.8423253545999456e-07
4.228045609121825,3.8383203625280343e-07
4.247849569913983,3.8343191083625374e-07
4.267653530706141,3.8303215889481874e-07
4.2874574914983,3.826327801132134e-07
4.307261452290458,3.8223377417639883e-07
4.327065413082616,3.8183514076957685e-07
4.346869373874775,3.814368795781921e-07
4.366673334666933,3.810389902879343e-07
4.386477295459091,3.806414725847343e-07
