kev,events_perkg_perkev_perday
1.0,0.00014760250948052714
1.0198039607921585,0.00014719273488586617
1.0396079215843168,0.00014678390378311028
1.0594118823764753,0.0001463760149317417
1.0792158431686336,0.00014596906708753878
1.0990198039607921,0.0001455630590026202
1.1188237647529506,0.00014515798942548995
1.138627725545109,0.0001447538571010744
1.1584316863372675,0.00014435066077076388
1.178235647129426,0.00014394839917245824
1.1980396079215843,0.00014354707104060273
1.2178435687137428,0.0001431466751062303
1.2376475295059013,0.00014274721009700428
1.2574514902980596,0.00014234867473725257
1.277255451090218,0.0001419510677480143
1.2970594118823766,0.0001415543878470752
1.316863372674535,0.0001411586337490081
1.3366673334666932,0.000140763804165213
1.3564712942588517,0.00014036989780395498
1.3762752550510102,0.0001399769133704015
1.3960792158431685,0.00013958484956666482
1.415883176635327,0.00013919370509183908
1.4356871374274855,0.00013880347864203205
1.4554910982196438,0.00013841416891041225
1.4752950590118024,0.00013802577458724323
1.4950990198039609,0.000137638294359917
1.5149029805961192,0.0001372517269129968
1.5347069413882777,0.00013686607092825052
1.5545109021804362,0.00013648132508468875
1.5743148629725945,0.0001360974880586001
1.594118823764753,0.00013571455852359036
1.6139227845569115,0.00013533253515061485
1.6337267453490698,0.00013495141660801682
1.653530706141228,0.00013457120156156127
1.6733346669333866,0.00013419188867447377
1.6931386277255451,0.00013381347660746908
1.7129425885177034,0.0001334359640187952
1.732746549309862,0.00013305934956426004
1.7525505101020205,0.0001326836318972696
1.7723544708941787,0.00013230880966886384
1.7921584316863373,0.00013193488152774585
1.8119623924784958,0.00013156184612032252
1.831766353270654,0.00013118970209073235
1.8515703140628126,0.00013081844808088234
1.871374274854971,0.00013044808273047963
1.8911782356471294,0.00013007860467706647
1.910982196439288,0.00012971001255605098
1.9307861572314464,0.000129342305000742
1.9505901180236047,0.00012897548064238004
1.970394078815763,0.00012860953811017075
1.9901980396079215,0.00012824447603131535
2.01000200040008,0.00012788029303104558
2.0298059611922383,0.00012751698773265225
2.0496099219843966,0.0001271545587575191
2.0694138827765554,0.00012679300472515266
2.0892178435687137,0.00012643232425321455
2.1090218043608724,0.0001260725159575518
2.1288257651530307,0.00012571357845222745
2.148629725945189,0.00012535551034955242
2.1684336867373473,0.00012499831026011399
2.188237647529506,0.0001246419767928078
2.2080416083216643,0.00012428650855486796
2.227845569113823,0.00012393190415189368
2.2476495299059813,0.000123578162187884
2.2674534906981396,0.00012322528126526306
2.287257451490298,0.00012287325998491168
2.307061412282456,0.00012252209694619583
2.326865373074615,0.00012217179074699462
2.3466693338667732,0.00012182233998373172
2.366473294658932,0.0001214737432514006
2.3862772554510903,0.00012112599914359509
