kev,events_perkg_perkev_perday
1.0,4.5652539422903436e-05
1.0198039607921585,4.559346274442629e-05
1.0396079215843168,4.553445554077424e-05
1.0594118823764753,4.54755177390331e-05
1.0792158431686336,4.5416649266352894e-05
1.0990198039607921,4.535785004994853e-05
1.1188237647529506,4.529912001710072e-05
1.138627725545109,4.5240459095154586e-05
1.1584316863372675,4.518186721151967e-05
1.178235647129426,4.512334429367124e-05
1.1980396079215843,4.506489026914888e-05
1.2178435687137428,4.500650506555687e-05
1.2376475295059013,4.494818861056485e-05
1.2574514902980596,4.488994083190599e-05
1.277255451090218,4.483176165737913e-05
1.2970594118823766,4.477365101484722e-05
1.316863372674535,4.47156088322378e-05
1.3366673334666932,4.46576350375431e-05
1.3564712942588517,4.45997295588198e-05
1.3762752550510102,4.454189232418851e-05
1.3960792158431685,4.448412326183484e-05
1.415883176635327,4.4426422300009135e-05
1.4356871374274855,4.4368789367024415e-05
1.4554910982196438,4.43112243912592e-05
1.4752950590118024,4.425372730115657e-05
1.4950990198039609,4.4196298025222605e-05
1.5149029805961192,4.413893649202847e-05
1.5347069413882777,4.408164263020901e-05
1.5545109021804362,4.402441636846318e-05
1.5743148629725945,4.3967257635553714e-05
1.594118823764753,4.3910166360307926e-05
1.6139227845569115,4.3853142471616476e-05
1.6337267453490698,4.37961858984342e-05
1.653530706141228,4.373929656977946e-05
1.6733346669333866,4.3682474414735164e-05
1.6931386277255451,4.362571936244666e-05
1.7129425885177034,4.356903134212457e-05
1.732746549309862,4.3512410283042145e-05
1.7525505101020205,4.345585611453636e-05
1.7723544708941787,4.3399368766008414e-05
1.7921584316863373,4.334294816692201e-05
1.8119623924784958,4.3286594246805563e-05
1.831766353270654,4.323030693525008e-05
1.8515703140628126,4.317408616191036e-05
1.871374274854971,4.311793185650439e-05
1.8911782356471294,4.3061843948813754e-05
1.910982196439288,4.300582236868302e-05
1.9307861572314464,4.294986704602034e-05
1.9505901180236047,4.289397791079687e-05
1.970394078815763,4.283815489304708e-05
1.9901980396079215,4.2782397922868224e-05
2.01000200040008,4.272670693042124e-05
2.0298059611922383,4.267108184592956e-05
2.0496099219843966,4.2615522599680034e-05
2.0694138827765554,4.2560029122022155e-05
2.0892178435687137,4.250460134336857e-05
2.1090218043608724,4.2449239194194704e-05
2.1288257651530307,4.2393942605038774e-05
