kev,events_perkg_perkev_perday
1.0,6.514527853364487e-05
1.0198039607921585,6.504918999317998e-05
1.0396079215843168,6.495322913432253e-05
1.0594118823764753,6.485739581140002e-05
1.0792158431686336,6.476168987886057e-05
1.0990198039607921,6.466611119127391e-05
1.1188237647529506,6.45706596033329e-05
1.138627725545109,6.447533496985141e-05
1.1584316863372675,6.438013714576446e-05
1.178235647129426,6.428506598613034e-05
1.1980396079215843,6.419012134612818e-05
1.2178435687137428,6.4095303081059e-05
1.2376475295059013,6.400061104634645e-05
1.2574514902980596,6.390604509753437e-05
1.277255451090218,6.381160509028978e-05
1.2970594118823766,6.371729088040083e-05
1.316863372674535,6.362310232377747e-05
1.3366673334666932,6.352903927645166e-05
1.3564712942588517,6.343510159457702e-05
1.3762752550510102,6.334128913442815e-05
1.3960792158431685,6.324760175240234e-05
1.415883176635327,6.315403930501909e-05
1.4356871374274855,6.30606016489172e-05
1.4554910982196438,6.296728864085901e-05
1.4752950590118024,6.287410013772886e-05
1.4950990198039609,6.278103599653128e-05
1.5149029805961192,6.268809607439356e-05
1.5347069413882777,6.259528022856417e-05
1.5545109021804362,6.250258831641322e-05
1.5743148629725945,6.241002019543207e-05
1.594118823764753,6.231757572323454e-05
1.6139227845569115,6.222525475755522e-05
1.6337267453490698,6.213305715625061e-05
1.653530706141228,6.204098277729833e-05
1.6733346669333866,6.19490314787986e-05
1.6931386277255451,6.185720311897117e-05
1.7129425885177034,6.176549755615963e-05
1.732746549309862,6.167391464882745e-05
1.7525505101020205,6.158245425555977e-05
1.7723544708941787,6.149111623506394e-05
1.7921584316863373,6.139990044616742e-05
1.8119623924784958,6.130880674782058e-05
1.831766353270654,6.121783499909418e-05
1.8515703140628126,6.112698505918064e-05
1.871374274854971,6.10362567873936e-05
1.8911782356471294,6.094565004316836e-05
1.910982196439288,6.085516468606114e-05
1.9307861572314464,6.0764800575749814e-05
1.9505901180236047,6.0674557572033326e-05
1.970394078815763,6.058443553483207e-05
1.9901980396079215,6.049443432418714e-05
2.01000200040008,6.040455380026178e-05
2.0298059611922383,6.031479382333958e-05
2.0496099219843966,6.02251542538259e-05
2.0694138827765554,6.013563495224685e-05
2.0892178435687137,6.004623577925e-05
2.1090218043608724,5.99569565956039e-05
2.1288257651530307,5.986779726219812e-05
2.148629725945189,5.977875764004353e-05
2.1684336867373473,5.968983759027178e-05
2.188237647529506,5.96010369741358e-05
2.2080416083216643,5.951235565300988e-05
2.227845569113823,5.942379348838819e-05
2.2476495299059813,5.933535034188716e-05
2.2674534906981396,5.924702607524337e-05
2.287257451490298,5.91588205503146e-05
2.307061412282456,5.907073362907965e-05
2.326865373074615,5.8982765173637714e-05
2.3466693338667732,5.8894915046209664e-05
2.366473294658932,5.880718310913649e-05
2.3862772554510903,5.8719569224880235e-05
2.4060812162432486,5.8632073256023904e-05
2.425885177035407,5.854469506527107e-05
2.4456891378275656,5.845743451544602e-05
2.465493098619724,5.8370291469494026e-05
2.4852970594118826,5.828326579048055e-05
2.505101020204041,5.819635734159273e-05
2.524904980996199,5.810956598613697e-05
2.5447089417883575,5.802289158754125e-05
2.564512902580516,5.793633400935406e-05
2.5843168633726745,5.7849893115244386e-05
2.6041208241648333,5.776356876900129e-05
2.6239247849569916,5.7677360834534944e-05
2.64372874574915,5.75912691758758e-05
2.663532706541308,5.750529365717476e-05
2.6833366673334664,5.741943414270327e-05
2.703140628125625,5.733369049685295e-05
2.7229445889177835,5.72480625841361e-05
2.742748549709942,5.7162550269185116e-05
2.7625525105021005,5.707715341675282e-05
2.782356471294259,5.69918718917123e-05
2.802160432086417,5.690670555905717e-05
2.821964392878576,5.6821654283901184e-05
2.841768353670734,5.673671793147776e-05
2.861572314462893,5.6651896367141235e-05
2.881376275255051,5.656718945636587e-05
2.9011802360472094,5.6482597064745896e-05
2.9209841968393677,5.6398119057995705e-05
2.940788157631526,5.631375530194994e-05
2.9605921184236847,5.622950566256317e-05
2.980396079215843,5.614537000590968e-05
3.000200040008002,5.60613481981845e-05
3.02000400080016,5.597744010570162e-05
3.0398079615923184,5.589364559489574e-05
3.0596119223844767,5.5809964532321146e-05
3.0794158831766354,5.5726396784651964e-05
3.0992198439687937,5.564294221868211e-05
3.119023804760952,5.555960070132551e-05
3.1388277655531107,5.5476372099615614e-05
3.158631726345269,5.539325628070547e-05
3.1784356871374273,5.5310253111868464e-05
3.198239647929586,5.522736246049708e-05
3.2180436087217443,5.5144584194103566e-05
3.2378475695139026,5.5061918180319794e-05
3.2576515303060614,5.497936428689721e-05
3.2774554910982197,5.48969223817067e-05
3.297259451890378,5.4814592332738984e-05
3.3170634126825367,5.4732374008103944e-05
3.336867373474695,5.465026727603084e-05
3.3566713342668533,5.456827200486875e-05
3.376475295059012,5.4486388063085565e-05
3.3962792558511703,5.440461531926882e-05
3.4160832166433286,5.432295364212561e-05
3.435887177435487,5.42414029004818e-05
3.4556911382276456,5.41599629632825e-05
3.475495099019804,5.407863369959264e-05
3.495299059811962,5.3997414978595627e-05
3.515103020604121,5.391630666959435e-05
3.5349069813962792,5.383530864201061e-05
3.5547109421884375,5.3754420765385466e-05
3.5745149029805963,5.367364290937872e-05
3.5943188637727546,5.359297494376949e-05
3.614122824564913,5.35124167384555e-05
3.6339267853570716,5.34319681634537e-05
3.65373074614923,5.335162908889981e-05
3.673534706941388,5.327139938504833e-05
3.6933386677335465,5.3191278922272505e-05
3.713142628525705,5.311126757106444e-05
3.7329465893178635,5.303136520203499e-05
3.752750550110022,5.2951571685913705e-05
3.7725545109021805,5.2871886893548655e-05
3.792358471694339,5.279231069590678e-05
3.812162432486497,5.2712842964073266e-05
3.831966393278656,5.263348356925215e-05
3.851770354070814,5.25542323827657e-05
3.8715743148629724,5.247508927605492e-05
3.891378275655131,5.239605412067893e-05
3.9111822364472895,5.231712678831563e-05
3.9309861972394478,5.2238307150760836e-05
3.9507901580316065,5.2159595079929e-05
3.970594118823765,5.2080990447852656e-05
3.990398079615923,5.2002493126682684e-05
4.010202040408082,5.1924102988687985e-05
4.03000600120024,5.184581990625587e-05
4.049809961992398,5.176764375189149e-05
4.069613922784557,5.168957439821825e-05
4.089417883576715,5.1611611717977546e-05
4.109221844368873,5.153375558402866e-05
4.129025805161032,5.145600586934898e-05
4.148829765953191,5.137836244703367e-05
4.168633726745349,5.130082519029586e-05
4.188437687537507,5.1223393972466406e-05
4.2082416483296665,5.114606866699402e-05
4.228045609121825,5.1068849147445155e-05
4.247849569913983,5.099173528750384e-05
4.267653530706141,5.091472696097202e-05
4.2874574914983,5.083782404176893e-05
4.307261452290458,5.076102640393177e-05
4.327065413082616,5.068433392161498e-05
4.346869373874775,5.06077464690904e-05
4.366673334666933,5.0531263920747684e-05
4.386477295459091,5.0454886151093675e-05
4.40628125625125,5.037861303475247e-05
4.426085217043409,5.030244444646571e-05
4.445889177835567,5.0226380261092135e-05
4.465693138627726,5.015042035360785e-05
4.485497099419884,5.007456459910609e-05
4.505301060212043,4.999881287279733e-05
4.525105021004201,4.99231650500088e-05
